Título,Anos,Local,Fichas Históricas,Quantidade de PDF,Links dos PDFs
Chronica do Exilio: publicação semanal ,['1912'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/../../FichasHistoricas/ChronicadoExilio.pdf,26,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N01/N01_master/ChronicadoExilioN01.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N02/N02_master/ChronicadoExilioN02.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N03/N03_master/ChronicadoExilioN03.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N04/N04_master/ChronicadoExilioN04.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N05/N05_master/ChronicadoExilioN05.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N06/N06_master/ChronicadoExilioN06.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N07/N07_master/ChronicadoExilioN07.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N08/N08_master/ChronicadoExilioN08.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N09/N09_master/ChronicadoExilioN09.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N10/N10_master/ChronicadoExilioN10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N11/N11_master/ChronicadoExilioN11.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N12/N12_master/ChronicadoExilioN12.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N13/N13_master/ChronicadoExilioN13.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N14/N14_master/ChronicadoExilioN14.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N15/N15_master/ChronicadoExilioN15.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N16/N16_master/ChronicadoExilioN16_12Fev1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N17/N17_master/ChronicadoExilioN17_20Fev1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N18/N18_master/ChronicadoExilioN18_27Fev1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N19/N19_master/ChronicadoExilioN19_06Mar1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N20/N20_master/ChronicadoExilioN20_13Mar1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N21/N21_master/ChronicadoExilioN21_20Mar1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N22/N22_master/ChronicadoExilioN22_27Mar1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N23/N23_master/ChronicadoExilioN23_03Abr1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N24/N24_master/ChronicadoExilioN24_10Abr1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N25/N25_master/ChronicadoExilioN25_17Abr1913.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/ChronicadoExilio/N26/N26_master/ChronicadoExilioN26_24Abr1913.pdf']"
Cine ,['1934'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine/../../FichasHistoricas/Cine.pdf,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine/N01/N01_master/Cine_N01_17Mai1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine/N02/N02_master/Cine_N02_24Mai1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine/N03/N03_master/Cine_N03_31Mai1934.pdf']"
Cine : revista mensal de arte cinematográfica ,['1928-1930'],Sem local,Sem Ficha Histórica,4,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine_RevistaMensal/N01/N01_master/Cine_RevistaMensal_N01_Jun1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine_RevistaMensal/N05/N05_master/Cine_RevistaMensal_N05_Out1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine_RevistaMensal/N07/N07_master/Cine_RevistaMensal_N07_Dez1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine_RevistaMensal/N16/N16_master/Cine_RevistaMensal_N16_Dez1929.pdf']"
Cinearte ,['1926-1930'],Rio de Janeiro,Sem Ficha Histórica,18,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N09/N09_master/Cinearte_N09_28Abr1926.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N49/N49_master/Cinearte_N49_02Fev1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N81/N81_master/Cinearte_N81_14Set1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N82/N82_master/Cinearte_N82_21Set1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N85/N85_master/Cinearte_N85_12Out1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N93/N93_master/Cinearte_N93_07Dez1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N96/N96_master/Cinearte_N96_28Dez1927.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N106/N106_master/Cinearte_N106_07Mar1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N107/N107_master/Cinearte_N107_14Mar1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N108/N108_master/Cinearte_N108_21Mar1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N109/N109_master/Cinearte_N109_28Mar1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N116/N116_master/Cinearte_N116_16Mai1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N131/N131_master/Cinearte_N131_29Ago1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N138/N138_master/Cinearte_N138_17Out1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N140/N140_master/Cinearte_N140_31Out1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N142/N142_master/Cinearte_N142_14Nov1928.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N169/N169_master/Cinearte_N169_22Mai1929.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinearte/N205/N205_master/Cinearte_N205_29Jan1930.pdf']"
Cinegrafia ,['1929-1930'],Sem local,Sem Ficha Histórica,6,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N02/N02_master/Cinegrafia_N02_02Mai1929.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N03/N03_master/Cinegrafia_N03_23Mai1929.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N04/N04_master/Cinegrafia_N04_27Jun1929.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N20/N20_master/Cinegrafia_N20_20Fev1930.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N23/N23_master/Cinegrafia_N23_03Abr1930.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinegrafia/N24/N24_master/Cinegrafia_N24_19Abr1930.pdf']"
Cine-jornal : grande semanário cinematográfico ,['1935-1936'],Lisboa,Sem Ficha Histórica,52,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N01/N01_master/Cine-Jornal_N01_21Out1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N02/N02_master/Cine-Jornal_N02_28Out1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N03/N03_master/Cine-Jornal_N03_04Nov1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N04/N04_master/Cine-Jornal_N04_11Nov1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N05/N05_master/Cine-Jornal_N05_18Nov1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N06/N06_master/Cine-Jornal_N06_25Nov1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N07/N07_master/Cine-Jornal_N07_02Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N08/N08_master/Cine-Jornal_N08_09Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N09/N09_master/Cine-Jornal_N09_16Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N10/N10_master/Cine-Jornal_N10_23Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N11/N11_master/Cine-Jornal_N11_30Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N12/N12_master/Cine-Jornal_N12_06Jan1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N13/N13_master/Cine-Jornal_N13_13Jan1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N14/N14_master/Cine-Jornal_N14_20Jan1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N15/N15_master/Cine-Jornal_N15_27Jan1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N16/N16_master/Cine-Jornal_N16_03Fev1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N17/N17_master/Cine-Jornal_N17_10Fev1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N18/N18_master/Cine-Jornal_N18_17Fev1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N19/N19_master/Cine-Jornal_N19_24Fev1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N20/N20_master/Cine-Jornal_N20_02Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N21/N21_master/Cine-Jornal_N21_09Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N22/N22_master/Cine-Jornal_N22_16Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N23/N23_master/Cine-Jornal_N23_23Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N24/N24_master/Cine-Jornal_N24_30Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N25/N25_master/Cine-Jornal_N25_06Abr1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N26/N26_master/Cine-Jornal_N26_13Abr1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N27/N27_master/Cine-Jornal_N27_20Abr1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N28/N28_master/Cine-Jornal_N28_27Abr1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N29/N29_master/Cine-Jornal_N29_04Mai1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N30/N30_master/Cine-Jornal_N30_11Mai1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N31/N31_master/Cine-Jornal_N31_18Mai1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N32/N32_master/Cine-Jornal_N32_25Mai1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N33/N33_master/Cine-Jornal_N33_01Jun1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N34/N34_master/Cine-Jornal_N34_08Jun1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N35/N35_master/Cine-Jornal_N35_15Jun1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N36/N36_master/Cine-Jornal_N36_22Jun1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N37/N37_master/Cine-Jornal_N37_29Jun1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N38/N38_master/Cine-Jornal_N38_06Jul1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N39/N39_master/Cine-Jornal_N39_13Jul1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N40/N40_master/Cine-Jornal_N40_20Jul1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N41/N41_master/Cine-Jornal_N41_27Jul1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N42/N42_master/Cine-Jornal_N42_03Ago1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N43/N43_master/Cine-Jornal_N43_10Ago1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N44/N44_master/Cine-Jornal_N44_17Ago1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N45/N45_master/Cine-Jornal_N45_24Ago1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N46/N46_master/Cine-Jornal_N46_31Ago1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N47/N47_master/Cine-Jornal_N47_07Set1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N48/N48_master/Cine-Jornal_N48_14Set1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N49/N49_master/Cine-Jornal_N49_21Set1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N50/N50_master/Cine-Jornal_N50_28Set1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N51/N51_master/Cine-Jornal_N51_05Out1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cine-Jornal/N52/N52_master/Cine-Jornal_N52_12Out1936.pdf']"
Cinema : semanário cinematográfico ,['1932'],Sem local,https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/../../FichasHistoricas/Cinema.pdf,41,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N01/N01_master/Cinema_N01_23Jan1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N02/N02_master/Cinema_N02_30Jan1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N03/N03_master/Cinema_N03_6Fev1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N04/N04_master/Cinema_N04_13Fev1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N05/N05_master/Cinema_N05_20Fev1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N06/N06_master/Cinema_N06_27Fev1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N07/N07_master/Cinema_N07_5Mar1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N08/N08_master/Cinema_N08_12Mar1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N09/N09_master/Cinema_N09_19Mar1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N10/N10_master/Cinema_N10_26Mar1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N11/N11_master/Cinema_N11_2Abr1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N12/N12_master/Cinema_N12_9Abr1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N13/N13_master/Cinema_N13_16Abr1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N14/N14_master/Cinema_N14_23Abr1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N15/N15_master/Cinema_N15_30Abr1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N16/N16_master/Cinema_N16_7Mai1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N17/N17_master/Cinema_N17_14Mai1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N18/N18_master/Cinema_N18_21Mai1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N19/N19_master/Cinema_N19_28Mai1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N20/N20_master/Cinema_N20_4Jun1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N21/N21_master/Cinema_N21_11Jun1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N22/N22_master/Cinema_N22_18Jun1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N23/N23_master/Cinema_N23_25Jun1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N24/N24_master/Cinema_N24_2Jul1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N25/N25_master/Cinema_N25_9Jul1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N26/N26_master/Cinema_N26_23Jul1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N27/N27_master/Cinema_N27_6Ago1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N28/N28_master/Cinema_N28_3Set1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N29/N29_master/Cinema_N29_12Out1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N30/N30_master/Cinema_N30_15Out1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N31/N31_master/Cinema_N31_22Out1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N32/N32_master/Cinema_N32_29Out1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N33/N33_master/Cinema_N33_5Nov1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N34/N34_master/Cinema_N34_12Nov1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N35/N35_master/Cinema_N35_19Nov1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N36/N36_master/Cinema_N36_26Nov1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N37/N37_master/Cinema_N37_3Dez1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N38/N38_master/Cinema_N38_10Dez1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N39/N39_master/Cinema_N39_17Dez1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N40/N40_master/Cinema_N40_24Dez1932.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Cinema/N41/N41_master/Cinema_N41_31Dez1932.pdf']"
57 ,[],Sem local,https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/../../FichasHistoricas/57.pdf,10,"['https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N1/N1_master/N1.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N2/N2_master/N2.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N3_4/N3_4_master/N3_4.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N5/N5_master/N5.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N6/N6_master/N6.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N7/N7_master/N7.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N8/N8_master/N8.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N9/N9_master/N9.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N10/N10_master/N10.pdf', 'https://hemerotecadigital.cm-lisboa.pt/OBRAS/57/N11/N11_master/N11.pdf']"
Coimbra : jornal de estudantes da Universidade ,['1933-1936'],Coimbra,Sem Ficha Histórica,25,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N01/N01_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N01_28Nov1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N01Supl/N01Supl_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N01Supl_03De1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N02/N02_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N02_13Dez1933.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N03/N03_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N03_18Jan1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N04/N04_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N04_25Jan1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N05/N05_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N05_08Fev1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N06/N06_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N06_20Fev1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N08/N08_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N08_28Abr1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N09/N09_master/Coimbra_JornaldosEstudantesdaUniversidade_A1_N09_05Jul1934.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N10/N10_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N10_22Jan1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N11/N11_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N11_17Fev1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N12/N12_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N12_03Mar1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N13/N13_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N13_17Mar1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N14/N14_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N14_29Mar1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N15/N15_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N15_27Mai1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N16/N16_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N16_23Jun1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N17/N17_master/Coimbra_JornaldosEstudantesdaUniversidade_A2_N17_07Jul1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N18/N18_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N18_20Set1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N19/N19_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N19_14Out1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N20/N20_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N20_19Nov1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N21Supl/N21Supl_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N21Supl_02Dez1935.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N22/N22_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N22_18Fev1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N23/N23_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N23_19Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N24/N24_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N24_31Mar1936.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/Coimbra/N25/N25_master/Coimbra_JornaldosEstudantesdaUniversidade_A3_N25_11Ago1936.pdf']"
O Colonial : defensor dos interesses das províncias ultramarinas ,[],Sem local,Sem Ficha Histórica,3,"['https://hemerotecadigital.cm-lisboa.pt/Periodicos/OColonial/N01/N01_master/OColonial_N01_03Set1907.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OColonial/N02/N02_master/OColonial_N02_10Set1907.pdf', 'https://hemerotecadigital.cm-lisboa.pt/Periodicos/OColonial/N03/N03_master/OColonial_N03_17Set1907.pdf']"
